,data,label
641,"n, ff, aa, wts = lowpass_order(f_pass_eq, f_stop_eq, d_pass, d_stop, fsamp=fs)",0.0
642,"dataset=dataset_query),",0.0
643,maxSegIdx = j,0.0
644,self.data = {},0.0
645,context=None):,0.0
646,--------,1.0
647,"obs_tp1_input,",0.0
648,The settings dictionary,1.0
649,@param[in] level (uint): CF-tree level from that nodes should be returned.,1.0
650,if thisDAC['nWaveformEnable']==0: continue,0.0
651,"if not hasattr(new_data, 'dtype'):",0.0
652,pos /= n,0.0
653,if six.PY2:,0.0
654,else:,0.0
655,"cmd, stdout=subprocess.PIPE).communicate()[0].strip()",0.0
656,"self._tabbed_window.set_tab(conv_picker, switch=True,",0.0
657,non_delta_peak_split_points: numpy.array,1.0
658,data = await self._tibber_control.execute(query),0.0
659,try:,0.0
660,and will be used along with 'member' if specified.,1.0
661,An integer unix timestamp,1.0
662,"def get_the_node_dict(G, name):",0.0
663,"commands.append(Command(0x00, wait=True))",0.0
664,cursor.execute(),0.0
665,"def validate(self, data,",0.0
666,if offset is not None:,0.0
667,"In GMX 5, the opposite is true (Grrr)",1.0
668,files[:] = [],0.0
669,"assert 'PULLED_DATA' in pull, ""string pull code must inlcude 'PULLED_DATA'""",0.0
670,if not ms:,0.0
671,"Whether to plot some image examples, False as default.",1.0
672,The bin size to use to group together measurements closer than this,1.0
673,if stack:,0.0
674,"assert isinstance(target_sites, (tuple, list))",1.0
675,"coords = '%.5f %.5f %.1f' % (center_ra, center_decl, radiusarcmin)",0.0
676,Parameters,1.0
677,"'ndet':None,",0.0
678,thisbin_inveta_stdev = np.median(,0.0
679,"def get_record_rich(self, filename, ref_extract_callback=None):",0.0
680,"encoder.addEncoder(""timestamp"", time_encoder)",0.0
681,corrected = 'source',0.0
682,repos = set(),0.0
683,- `dest`: file name or a file object,1.0
684,Parameters,1.0
685,]),0.0
686,fill_label = None,0.0
687,return self.getBookmark(),0.0
688,"x, iteration, conjugate, residual, squared_residual",0.0
689,"return psf, vec, size",0.0
690,self.write_gpio(),0.0
691,continue,0.0
692,max_delta : pandas.Timedelta (optional),1.0
693,">>> dist_minkowski('ATCG', 'TAGC')",1.0
694,Save the request method for later,1.0
695,"def get_server_certificate(server_certificate, flags=FLAGS.BASE, **conn):",0.0
696,"print ""Num segments different in cell:"",c,i,",0.0
697,"""If integer is set to True and Round is set to False, you will still get a rounded number if you pass floating point numbers as arguments.""",0.0
698,local_file : str,1.0
699,return attrs,0.0
700,"AvailableMethods=False, Method=None):",0.0
701,returndict['fitplotfile'] = plotfit,0.0
702,return directories,0.0
703,options = [],0.0
704,:param relpath: Path to make filenames relative to,1.0
705,:return: name of the multicodec used to prefix,1.0
706,"if a.op =='&': return associate('|', map(NOT, a.args))",0.0
707,jobID = None,0.0
708,if upperKey in holdKeys:,0.0
709,"chunkseqs = np.zeros(chunks, dtype=""|S1"")",0.0
710,A list that after removing it's repeated items,1.0
711,r'''Calculates the viscosity index of a liquid. Requires dynamic viscosity,1.0
712,"ready_op=ready_op,",0.0
713,The `twomass_dust_key` for 'vmag' would be 'CTIO V'. If you want to,1.0
714,if filename is None:,0.0
715,pass,0.0
716,"def grid_pixels_to_grid_arcsec(self, grid_pixels):",0.0
717,else:,0.0
718,else 'inactive_tab'),0.0
719,for previous_plane_index in range(plane_index):,0.0
720,node_network = node_network.read(),0.0
721,Returns,1.0
722,break,0.0
723,"def load_differential_gene_expression(path: str,",0.0
724,self.qual = self.qual[i:],0.0
725,if len(line) == 0:,0.0
726,1 222222222222222222222222222222 2222222222222222 3333333333333 333333333333 333333333333 3333333333333 3333333333333 3333333333333......,1.0
727,groups = {mi:groups(mi) for mi in mis},0.0
728,remove directory info only,1.0
729,:param item_id: The id of the item to associate with the scalar.,1.0
730,new_env_name = args.new_environment,0.0
731,"part of the authentication process, because a change to a login form or an",1.0
732,Augmented batch.,1.0
733,Returns a dictionary representing a serialized state of the service.,1.0
734,"If args and kwargs contains Cells, Convert them to their values.",1.0
735,'allphases':allphases},0.0
736,cube = numpy.array(cube),0.0
737,"Desired number of return arguments, defaults to 1.",1.0
738,computational reasons.,1.0
739,row_position.y + INSTRUCTION_HEIGHT,0.0
740,end for(lans),1.0
741,"for tsuite in trun[""testsuites""]:",0.0
742,else:,0.0
743,:param paths: See :meth:`~fastdupes.getPaths`,1.0
744,for c in new:,0.0
745,curves specified in `basedir` or `use_list_of_filenames`.,1.0
746,method_values = dict(__doc__=doc),0.0
747,Lookup is based on CASRNs. Will automatically select a data source to use,1.0
748,raise IntoDPValueError(,0.0
749,"response[""items""] = mapped",0.0
750,if (x is not None) and (x + w > im_new.shape[1]):,0.0
751,"binned = time_bin_magseries_with_errs(stimes, smags, serrs,",0.0
752,"raise RuntimeError(f""Error while creating metafile: {metafile_filepath}."")",0.0
753,groups |= item.groups,0.0
754,"if not isinstance(key_length, int_types):",0.0
755,"self.add_line_error(line_data, {'message': 'Type must escape the percent (%%) sign and any control characters: ""%s""' % tokens[2], 'error_type': 'FORMAT', 'location': ''})",0.0
756,----------,1.0
757,remove last margin,1.0
758,for p in pubkeys:,0.0
759,self.view required,1.0
760,lines.append(''),0.0
761,Parameters,1.0
762,"def set_size(self, size):",0.0
763,"df = self._get_journey_legs_to_target_with_all_sections(target, added_constraints)",0.0
764,"r""""""Perform encoding of run-length-encoding (RLE).",1.0
765,". message (None, str): Reason for the name to be forbidden.",1.0
766,phased light curves. This can be written to:,1.0
767,depth=1):,0.0
768,result /= (4.0 / sqrt(2.0)),0.0
769,"inner = np.where(vals >= self.min_eig, 1,",0.0
770,course_run['enrollment_url'] = enterprise_customer_catalog.get_course_run_enrollment_url(,0.0
771,"typeLabel = QLabel(""Log Type:"")",0.0
772,if not after:,0.0
773,"sign, intpart, fraction, expo = extract(x)",0.0
774,else:,0.0
775,"raise _BadOptimizeKeyError(optimizeKey, matchingKeys)",0.0
776,"r'''Basic formula parser, primarily for obtaining element counts from",1.0
777,cookie = response.payload.deliveryResponse.appDeliveryData.downloadAuthCookie[0],0.0
778,An array of JSON objects,1.0
779,sdx += '1',0.0
780,"items.append(""]"")",0.0
781,float,1.0
782,"r""""""Cosine tapering window also known as sine window.",1.0
783,time.time() - self._ready_manager_queue[manager]['last'] > self.heartbeat_threshold],0.0
784,more than one checkplot per object (i.e. different mag types -- epd,1.0
785,@brief Peforms cluster analysis using simulation of the oscillatory network.,1.0
786,self.create > self.create_threshold and,0.0
787,if pkg_resources.parse_version(req.specs[0][1]) < pkg_resources.parse_version(,0.0
788,be added as needed.,1.0
789,else:,0.0
790,"""bind_addr"": (config[""host""], config[""port""]),",0.0
791,"try: path.strokewidth = float(get_attribute(e, ""stroke-width"", default=""1""))",0.0
792,"def observer(population, num_generations, num_evaluations, args):",0.0
793,:param folder_id: The id of the folder from which to start the descent,1.0
794,self.sys_camera.move_up(False),0.0
795,return response,0.0
796,Examples: stop all unfinished,1.0
797,"red, green, blue, alpha = v",0.0
798,"heapq.heappush(q, event)",0.0
799,"_Hfg = float(TRC_gas_data.at[CASRN, 'Hf'])",0.0
800,@param[in] sync_output_dynamic (sync_dynamic): Output dynamic of the Sync network.,1.0
801,"codes = [Path.MOVETO, Path.CURVE4, Path.CURVE4, Path.CURVE4]",0.0
802,"""The iterations have exceeded the maximum value of {}. """,0.0
803,'foo/foo_unusualinternal',1.0
804,topologies = list(filter(lambda t: t.name == topologyName,0.0
805,">>> (1, 2)",1.0
806,Liquid Densities and Critical Volumes for Polar and Nonpolar,1.0
807,"showChanges(changes, '  ')",0.0
808,if missing:,0.0
809,version of the continuation (for passing the continuation to another,1.0
810,return result,0.0
811,"width, height, depth,",0.0
812,"['Species'] + list(ftraits.columns))+""\n""",0.0
813,if 0 in data:,0.0
814,if ( (data_type is not None) and (data_type != 'v') ):,0.0
815,"if not isinstance(data, dict):",0.0
816,rand_sub(arr),1.0
817,"result.extend([""%s='%s'""% (param, value)])",0.0
818,return column,0.0
819,if data:,0.0
820,return memoizer,0.0
821,"dat = np.zeros((len(qdata), 6))",0.0
822,params = {,0.0
823,grab a file and get it's slice,1.0
824,cpd['objectinfo']['gaia_parallax_errs'] is not None):,0.0
825,"record_delete_field(self.record,",0.0
826,--------,1.0
827,f : ndarray containing frequency samples,1.0
828,return force_unicode(result),0.0
829,return result,0.0
830,@param[in] dynamics (list): Dynamics where each of them is considered on Y axis.,1.0
831,Mouse left click on an object.,1.0
832,term = line[last_col],0.0
833,UTF-32BE,1.0
834,nP4O10 = nP/4.,0.0
835,RunInference.py script at the end of inference.,1.0
836,self._element = None,0.0
837,"If file is missing in the system, it will be regenerated as dump method",1.0
838,:param name: name of the registered metric to be updated.,1.0
839,path.draw(),0.0
840,- the `windowlength` is the number of LC points to use (Kepler uses 2 days,1.0
841,--- Older version based on using shell commands ---,1.0
842,update the lcobjdict with this value,1.0
843,a1-a4 : float,1.0
844,Parameters,1.0
845,obj = group._var_object(key),0.0
846,This method makes use of the self._slice member variable to build up,1.0
847,total += size,0.0
848,if ub.argflag('--show'):,0.0
849,affected_indices = set(),0.0
850,fetching all fluxes if only a few are needed.,1.0
851,self.fisherinformation.__doc__ = _graddoc + _sampledoc,0.0
852,"ostream = open(option.output, 'wb')",0.0
853,for adelstitel in self._adelstitler:,0.0
854,return data,0.0
855,"nonmerged1, nonmerged2]",0.0
856,order: string,1.0
857,return True,0.0
858,try:,0.0
859,Examples,1.0
860,"from :py:func:`astrobase.periodbase.kbls.bls_stats_singleperiod`), return",1.0
861,if ch1 == ch2:,0.0
862,"def parse_doc_fields(self, doc_term):",0.0
863,"* If ``which`` is anything else, then it returns the a",1.0
864,"debugging, look at the log file or screen output and try running the",1.0
865,Raises:,1.0
866,"index_separator=index_separator,",0.0
867,:param my_task: A task in which this method is executed.,1.0
868,else:,0.0
869,-------,1.0
870,tau = nparctan(tan_omega_tau)/(2.0*omega),0.0
871,def fits_finder_chart(,0.0
872,nkpts=nkpts),0.0
873,else:,0.0
874,">>>     z = cc2.viterbi_decoder(yn_hard.real,'hard')",1.0
875,array : data.array.scaled_array.ScaledArray,1.0
876,p[0] = p[1] + [p[3]],0.0
877,"font=cpfontnormal,",0.0
878,"write_text_value('CreatorComment', creation_info.comment, out)",0.0
879,"by other users, otherwise they could inject CA certs into the trust list.",1.0
880,"sample_names = fullj[""samples""].keys()",0.0
881,"text = re.sub(r'[\[\]\(\.;\)]', '', text).strip()",0.0
882,Adds a ``list_display`` attribute that appears as a link to the,1.0
883,"objDicts = [obj.asDict(True, forStorage=True) for obj in objs]",0.0
884,pobj(rslt),1.0
885,sys.exit(),1.0
886,"random_state : None or int or numpy.random.RandomState, optional",1.0
887,program_path=program_path,0.0
888,IF (temp > 7FFFH) Operators.OR(temp < 8000H),1.0
889,"},",1.0
890,with self.settings(warn_only=True):,0.0
891,self.instructions = from_utf8(element.getContent()),0.0
892,			@param value <str> - The field to convert to bytes,1.0
893,Problem from Perry's examples.,1.0
894,", ""noCharcode"": None",0.0
895,"if validitate and not validitate(e, text[:n], text[n + s:]):",0.0
896,"blacklisted_elements = [""sodipodi:namedview"", ""metadata""]",0.0
897,formatted_tasks = [],0.0
898,Count number of tiles intersecting with geometry.,1.0
899,if k & hotkey[0]:,0.0
900,if len(templates) == 1:,0.0
901,except ValueError:,0.0
902,"/cpserver1/, /cpserver2/, etc. If this is",1.0
903,Examples,1.0
904,kmeans_instance.process(),0.0
905,status = process_handle.returncode,0.0
906,The minimum number of detections needed to accept an LC and process it.,1.0
907,"self._logger.warn(""Failed to delete model checkpoint %s. ""\",0.0
908,\mu_{JT} = \left(\frac{\partial T}{\partial P}\right)_H = \frac{1}{C_p},1.0
909,"logger.error(""Couldn't create mapping for dashboard title."")",0.0
910,"diffs = ((i - j) for i, j in zip(c1, c2))",0.0
911,"Daily returns of the strategy, noncumulative.",1.0
912,if self._parent:,0.0
913,- 30 B T_{c} + 10 C^{2} T_{c} + 15 C D T_{c} + 6 D^{2} T_{c},1.0
914,"% (self.sceneInfo.name, self.sceneInfo.prefix))",0.0
915,>>> _dirstats(dpath),1.0
916,scache=StateCache(desc_matrix),0.0
917,if self.calculated_Cpig_coeffs is None:,0.0
918,rho : float,1.0
919,"print_candidate(candidate, (l + p), args)",1.0
920,"Add prefix \\?\ to every absolute path, so that it's a ""extended-length""",1.0
921,"clint.textui.puts(""You version of CLI ({}) is ahead of the latest version """,0.0
922,The PrivateKey to generate the signature with,1.0
923,dust_timeout = 10.0,1.0
924,"'fourier_phadiffs':fphadiffs,",0.0
925,plt.title('relative importance of features'),0.0
926,added_lines = 0,0.0
927,"X : array-like, of length n_samples",1.0
928,else:,0.0
929,"self.cdf_data_types['TT2000'],",0.0
930,tmp = {'objectID': self.objectID(instance)},0.0
931,try:,0.0
932,None    N     N    N    N,1.0
933,"= self._16bit_unsigned(resp[14], resp[15])",0.0
934,aware = utc.localize(dt),0.0
935,Parameters,1.0
936,transitparams : list of floats,1.0
937,Args:,1.0
938,subfields = record_get_subfields(,0.0
939,else:,0.0
940,ax = plt.gca(),0.0
941,"certificates[cert_hash],",0.0
942,except Exception as e:,0.0
943,if not self._need_mean_ff:,0.0
944,bibtex : `dict`,1.0
945,Define handlers,1.0
946,if title:,0.0
947,"interval: float, seconds between keys.",1.0
948,:param nationality: (optional) Nation id.,1.0
949,try:,0.0
950,elif sys.platform == 'win32':,0.0
951,resp = req.text,0.0
952,else:,0.0
953,"return self.protocol.execute('addStreamAlias',",0.0
954,"def getMultiple(self, pks, cascadeFetch=False):",0.0
955,"owner=None, autoCommit=True)",0.0
956,for i in txs:,0.0
957,method : str,1.0
958,filename=self.process_parser.filename),0.0
959,"l,v = la.eig_banded(ab, select='i', select_range=(N-Kmax, N-1))",0.0
960,reverse = False,0.0
961,Return splitted training/test set respectively.,1.0
962,"kwargs.pop('fit', None)",0.0
963,self.bot._namespace[v.name] = widget.get_active(),0.0
964,"Tr = min(Tr, 2)",1.0
965,RFC2426-encode the field content.,1.0
966,:param headers:,1.0
967,return results,0.0
968,if self.copy:,0.0
969,Notes,1.0
970,"ai, aj = fields[:2]",0.0
971,for p in [project for project in data if len(data[project]['mailing_lists']) > 0]:,0.0
972,tab_width = self.options.get(,0.0
973,:param initial_delay - specifies how many seconds to wait before the first poll,1.0
974,"async = lbview.apply(_call_mb, nex)",0.0
975,"group_indices.append(slice(group_start_indices[i-1]+1,gindex+1))",0.0
976,now bin the mag series as requested,1.0
977,sid = f_replace[F_SPECIE](sid),0.0
978,Don't want some weird unicode character here,1.0
979,default is autodetection.,1.0
980,@UndefinedVariable,1.0
981,X_test = v['X'],0.0
982,context.autoescape = False,0.0
983,"self.enterprise_configuration.sapsf_base_url,",0.0
984,Generic method to calculate `T` from a specified `P` and `V`.,1.0
985,ms=0.0),0.0
986,parsed = next(command.parse(self._tex)),0.0
987,app_spec = assembled_specs['apps'][app_name],0.0
988,"After the pre-market spin, IEX will use the Trading status message to relay changes in trading status for an individual security. Messages will be sent when a security is:",1.0
989,file_to_decrypt = file_response.read(),0.0
990,ws : array,1.0
991,"host = pplan[""stmgrs""][stmgrId][""host""]",0.0
992,if not username or not resource:,0.0
993,descriptive error message like:,1.0
994,"completionReason=completionReason,",0.0
995,The density of a liquid is given by:,1.0
996,:type conn_args: ``dict``,1.0
997,"raise Oct2PyError('Cannot use `clear` command directly, use' +",0.0
998,"with open(filename, 'w') as config_file:",0.0
999,conv_state = res.conversation_state,0.0
1000,We will exclude the first two cases by checking that we are not inside a,1.0
